ROI,movie_title,plot,plot_sentiment_score,plot_keywords,genre,release_date,duration,director_name,actor_1,actor_1_followers,actor_2,actor_2_followers,actor_3,actor_3_followers,IMDB_Score,num_IMDB_reviews,metacritic_score,budget,gross,language,country,rating,aspect_ratio
-0.84,A Home at the End of the World,From the Pulitzer Prize-winning author of The Hours comes a story that chronicles a dozen years in the lives of two best friends who couldn't be more different. From suburban Cleveland in...,2,hand job|hugging|long hair|new york city|two men one woman,Drama Romance,14-Oct-04,97,Michael Mayer,Robin Wright,120553,Matt Frewer,0,Sissy Spacek,0,6.8,12166,59,6500000,6500000,English,USA,R,2.35
-0.99,Aberdeen,Kaisa is a Scot a successful London lawyer who snorts coke and has one-night stands with strangers. Her mother calls from Aberdeen with some story begging her to fly to Norway and collect...,3,death|ferry|lawyer|norway|vomiting,Drama,8-Sep-00,106,Hans Petter Moland,Charlotte Rampling,0,Sara-Marie Maltha,0,Stellan SkarsgÃ¥rd,0,7.3,2658,78,6500000,6500000,English,UK,?,1.85
-0.99,The Messenger,An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.,1,captain|casualty notification|casualty notification team|sergeant|staff sergeant,Drama Romance War,4-Dec-09,113,Oren Moverman,Steve Buscemi,0,Yaya DaCosta,26224,Eamonn Walker,0,7.2,30305,77,6500000,6500000,English,USA,R,2.35
?,Tracker,An Afrikaner veteran of the Boer War has just immigrated to New Zealand and is hired to track a man accused of killing a soldier. While hunting through the countryside he captures his ...,1,one word title,Action Adventure Drama,29-Apr-11,102,Ian Sharp,Ray Winstone,2539,Jed Brophy,34627,Temuera Morrison,0,6.5,2979,?,6500000,?,English,New Zealand,R,2.35
-0.81,Control,A profile of Ian Curtis the enigmatic singer of Joy Division whose personal professional and romantic troubles led him to commit suicide at the age of 23.,1,band|employment agency|singer|stage fright|suicide,Biography Drama Music,5-Oct-07,122,Anton Corbijn,Sam Riley,5504,Samantha Morton,19211,Alexandra Maria Lara,0,7.7,52838,78,4500000,4500000,English,UK,R,2.35
4.91,The Terminator,A seemingly indestructible humanoid cyborg is sent from 2029 to 1984 to assassinate a waitress whose unborn son will lead humanity in a war against the machines while a soldier from that war is sent to protect her at all costs.,1,cyborg|future war|robot|shootout in a police station|urban setting,Action Sci-Fi,26-Oct-84,107,James Cameron,Michael Biehn,31009,Brian Thompson,7905,Paul Winfield,0,8,628783,83,6500000,6500000,English,UK,R,1.85
-0.15,Good Bye Lenin!,In 1990 to protect his fragile mother from a fatal shock after a long coma a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.,1,coma|east germany|german democratic republic|germany|heart attack,Drama Romance,14-May-04,121,Wolfgang Becker,Florian Lukas,0,Chulpan Khamatova,0,Burghart KlauÃŸner,0,7.7,117878,68,4800000,4800000,German,Germany,R,1.85
-0.96,The Damned United,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.,1,cup|derby county|flashback|football|leeds united,Biography Drama Sport,27-Mar-09,98,Tom Hooper,Stephen Graham,37465,Mark Bazeley,0,Maurice RoÃ«ves,0,7.6,33572,81,10000000,10000000,English,UK,R,1.85
?,The Return of the Living Dead,When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air the vapors cause the dead to rise again as zombies.,1,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,Comedy Horror,16-Aug-85,91,Dan O'Bannon,Linnea Quigley,14703,Clu Gulager,0,Beverly Randolph,0,7.3,41772,?,4000000,?,English,USA,R,1.85
?,Gomorrah,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.,2,?,Crime Drama Thriller,?,55,?,Maria Pia Calzone,0,Fortunato Cerlino,0,Marco D'Amore,42219,8.7,11717,?,?,?,Italian,Italy,TV-MA,1.85
-0.65,Mallrats,Both dumped by their girlfriends two best friends seek refuge in the local mall.,1,comic|ex girlfriend|jay and silent bob|mall|teenager,Comedy Romance,20-Oct-95,94,Kevin Smith,Ethan Suplee,1191966,Jason Mewes,374378,Joey Lauren Adams,5275,7.2,101180,41,6000000,6000000,English,USA,R,1.85
29.23,Grease,Good girl Sandy and greaser Danny fell in love over the summer. When they unexpectedly discover they're now in the same high school will they be able to rekindle their romance?,2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,Musical Romance,16-Jun-78,110,Randal Kleiser,Olivia Newton-John,136714,Stockard Channing,0,Sid Caesar,0,7.2,176551,70,6000000,6000000,English,USA,PG-13,2.35
21.99,Platoon,A young recruit in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.,2,1960s|famous score|hero|vietnam|vietnam war,Drama War,6-Feb-87,120,Oliver Stone,Johnny Depp,9109,Tom Berenger,0,Kevin Dillon,0,8.1,303109,?,6000000,6000000,English,UK,R,1.85
18.85,Fahrenheit 9/11,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,1,anti war|interview|iraq|paranoia|war on terrorism,Documentary Drama War,25-Jun-04,122,Michael Moore,Osama bin Laden,0,Stevie Wonder,85373,Ricky Martin,16671042,7.5,115496,67,6000000,6000000,English,USA,R,1.85
16.05,Butch Cassidy and the Sundance Kid,Two Western bank/train robbers flee to Bolivia when the law gets too close.,1,bolivia|gang|outlaw|posse|train,Biography Crime Drama,24-Oct-69,110,George Roy Hill,Katharine Ross,0,Ted Cassidy,0,Kenneth Mars,0,8.1,158616,58,6000000,6000000,English,USA,APPROVED,2.35
16.05,Mary Poppins,A magical nanny helps bring the two children she's in charge of closer to their father through songs and magical adventures.,4,banker|female protagonist|live action and animation|magic|nanny,Comedy Family Fantasy,11-Sep-64,139,Robert Stevenson,Ed Wynn,0,Glynis Johns,0,Elsa Lanchester,0,7.8,113295,?,6000000,6000000,English,USA,APPROVED,1.66
8.13,Ordinary People,The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother the good-natured father and the guilt-ridden younger son.,1,choir|death|friend|suicide|therapy,Drama,26-Feb-81,124,Robert Redford,Adam Baldwin,254124,Elizabeth McGovern,64638,Judd Hirsch,0,7.8,36287,85,6000000,6000000,English,USA,R,1.85
-0.78,Around the World in 80 Days,To win a bet an eccentric British inventor beside his Chinese valet and an aspiring French artist embarks on a trip full of adventures and dangers around the world in exactly 80 days.,2,19th century|around the world|inventor|martial arts|train,Action Adventure Comedy,16-Jun-04,120,Frank Coraci,Jim Broadbent,0,Steve Coogan,0,CÃ©cile De France,0,5.8,71014,49,110000000,110000000,English,USA,PG,2.35
6.28,West Side Story,Two youngsters from rival New York City gangs fall in love but tensions between their respective friends build toward tragedy.,1,dance|gang|new york city|puerto rican|tragedy,Crime Drama Musical,23-Dec-61,152,Jerome Robbins,Rita Moreno,13894,George Chakiris,0,Richard Beymer,0,7.6,75054,?,6000000,6000000,English,USA,UNRATED,2.2
5.63,Caddyshack,An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.,3,caddy|country club|golf course|gopher|nudity,Comedy Sport,25-Jul-80,98,Harold Ramis,Bill Murray,3179,Rodney Dangerfield,0,Brian Doyle-Murray,0,7.4,84606,?,6000000,6000000,English,USA,R,1.85
3.58,The Brothers,Four friends begin to question women and relationships when one of them announces impending nuptials.,1,african american|commitment|friend|friendship|playboy,Comedy Drama,23-Mar-01,106,Gary Hardwick,Julie Benz,286604,Tatyana Ali,391315,Jenifer Lewis,31686,6.3,3303,50,6000000,6000000,English,USA,R,1.85
3.17,The Wood,While dealing with a friend's cold feet on his wedding day a writer reminisces about his youth with his best friends.,3,flashback|friendship|public nudity|shower|wedding,Comedy Drama Romance,16-Jul-99,106,Rick Famuyiwa,Omar Epps,1800103,Tamala Jones,337362,Richard T. Jones,25466,6.9,6819,52,6000000,6000000,English,USA,R,1.85
2.88,The Usual Suspects,A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat which begin when five criminals meet at a seemingly random police lineup.,1,criminal|dirty cop|flashback|limping|suspect,Crime Drama Mystery,15-Sep-95,106,Bryan Singer,Kevin Spacey,4749504,Chazz Palminteri,53807,Kevin Pollak,350836,8.6,774854,77,6000000,6000000,English,USA,R,2.35
1.77,A Nightmare on Elm Street 5: The Dream Child,The pregnant Alice finds Freddy Krueger striking through the sleeping mind of her unborn child hoping to be reborn into the real world.,1,child|comic book|dream|murderer|nightmare,Fantasy Horror Romance,11-Aug-89,89,Stephen Hopkins,Lisa Wilcox,4631,Kelly Jo Minter,0,Matthew Borlenghi,0,5.1,31018,?,8000000,8000000,English,USA,R,1.85
2.5,Van Wilder: Party Liaison,The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.,3,college|love|party|reporter|tuition,Comedy Romance,5-Apr-02,92,Walt Becker,Ryan Reynolds,4940159,Curtis Armstrong,97754,Erik Estrada,24530,6.4,91032,26,6000000,6000000,English,Germany,R,1.85
3.37,The Wrestler,A faded professional wrestler must retire but finds his quest for a new life outside the ring a dispiriting struggle.,1,heart attack|stripper|supermarket|wrestler|wrestling,Drama Sport,30-Jan-09,109,Darren Aronofsky,Mark Margolis,0,John D'Leo,0,Ajay Naidu,0,7.9,257131,81,6000000,6000000,English,USA,R,2.35
1.55,Duel in the Sun,Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons one good and the other bad.,1,box office hit|half breed|infidelity|shooting|texas,Drama Romance Western,12-Sep-47,129,King Vidor,Joseph Cotten,0,Lillian Gish,0,Jennifer Jones,17419,6.9,6484,?,8000000,8000000,English,USA,UNRATED,1.37
2.1,Best in Show,A colorful array of characters compete at a national dog show.,3,dog show|gay|gay character|gay couple|gay interest,Comedy,20-Oct-00,90,Christopher Guest,John Michael Higgins,5831,Catherine O'Hara,0,Michael McKean,165916,7.5,47057,78,6000000,6000000,English,USA,PG-13,1.85
3.21,Escape from New York,In 1997 when the U.S. president crashes into Manhattan now a giant maximum security prison a convicted bank robber is sent in to rescue him.,1,1990s|police|prison|rescue|year 1997,Action Sci-Fi,10-Jul-81,99,John Carpenter,Donald Pleasence,0,Adrienne Barbeau,0,Tom Atkins,0,7.2,94982,?,6000000,6000000,English,UK,R,2.35
1.24,School Daze,A not so popular young man wants to pledge to a popular fraternity at his historically black college.,1,beauty salon|black college|college|fraternity|sorority,Comedy Drama Musical,12-Feb-88,121,Spike Lee,Tisha Campbell-Martin,0,Ossie Davis,0,Bill Nunn,0,5.8,4861,?,6500000,6500000,English,USA,R,1.85
1.21,Daddy Day Camp,Seeking to offer his son the satisfying summer camp experience that eluded him as a child the operator of a neighborhood daycare center opens his own camp only to face financial hardship and stiff competition from a rival camp.,3,competition|estranged father|skunk|summer camp|wall,Comedy Family,8-Aug-07,93,Fred Savage,Lochlyn Munro,7660,Brian Doyle-Murray,0,Tamala Jones,337361,2.9,12650,13,6000000,6000000,English,USA,PG,1.85
?,Mr. Nice Guy,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,1,chef|cook|drugs|gang|reporter,Action Comedy Crime,20-Mar-98,88,Sammo Kam-Bo Hung,Sammo Kam-Bo Hung,0,Richard Norton,0,Rachel Blakely,0,6.2,20505,?,?,?,English,Hong Kong,PG-13,2.35
?,A Mighty Wind,Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.,1,concert|mockumentary|musician|new york city|singer,Comedy Music,9-May-03,91,Christopher Guest,Michael McKean,165916,Christopher Guest,1543,Laura Harris,6285,7.3,22829,81,?,?,English,USA,PG-13,1.85
1.13,Mystic Pizza,Three teenage girls come of age while working at a pizza parlor in the Connecticut town of Mystic.,2,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,Comedy Drama Romance,21-Oct-88,104,Donald Petrie,Julia Roberts,6154,Lili Taylor,10275,Conchata Ferrell,9934,6.2,19099,60,6000000,6000000,English,USA,R,1.85
?,War & Peace,As the Russian conflict with Napoleon reaches its peak five aristocratic families face the possibility of their lives being changed forever.,3,male frontal nudity|male nudity|tv mini series,Drama History Romance,18-Jan-16,379,?,Jim Broadbent,0,Tuppence Middleton,75258,Lily James,0,8.2,10732,?,?,?,English,UK,TV-14,16
0.32,Sliding Doors,A London woman's love life and career both hinge unknown to her on whether or not she catches a train. We see it both ways in parallel.,3,alternative reality|multiple outcomes|parallel time|serendipity|twist of fate,Comedy Drama Fantasy,1-May-98,99,Peter Howitt,Jeanne Tripplehorn,280,Kevin McNally,9029,John Lynch,11762,6.8,53910,59,9000000,9000000,English,UK,PG-13,1.85
0.97,Tales from the Hood,A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,2,child abuse|death|drugs|ku klux klan|police brutality,Crime Horror Thriller,24-May-95,98,Rusty Cundieff,Corbin Bernsen,68445,Clarence Williams III,0,David Alan Grier,79865,6.2,4740,?,6000000,6000000,English,USA,R,1.85
1.93,The Last King of Scotland,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970's.,1,1970s|assassination|doctor|scottish|ugandan,Biography Drama History,19-Jan-07,123,Kevin Macdonald,David Oyelowo,1927,Simon McBurney,0,Abby Mukiibi Nkaaga,0,7.7,150357,74,6000000,6000000,English,UK,R,2.35
2.88,Halloween 5,One year after the events of Halloween 4: The Return of Michael Myers (1988) the Shape returns to Haddonfield once again in an attempt to kill his now-mute niece.,1,cat|halloween|kitten|michael myers|psychotronic,Horror Thriller,13-Oct-89,96,Dominique Othenin-Girard,Donald Pleasence,0,Tamara Glynn,0,Troy Evans,0,5.2,24037,31,3000000,3000000,English,USA,R,1.85
0.84,Bernie,In small-town Texas an affable mortician strikes up a friendship with a wealthy widow though when she starts to become controlling he goes to great lengths to separate himself from her grasp.,3,funeral|stockbroker|texas|vacation|widow,Comedy Crime Drama,22-Jun-12,104,Richard Linklater,Matthew McConaughey,2387031,Brandon Smith,363344,Rick Dial,0,6.8,47886,75,5000000,5000000,English,USA,PG-13,1.85
0.25,Dolphins and Whales 3D: Tribes of the Ocean,This documentary goes to coral reefs of the Bahamas and the waters of the Kingdom of Tonga for a close encounter with the surviving tribes of the ocean: wild dolphins and belugas the love ...,1,3d in title|animal in title|digit in title|dolphin|manatee,Documentary Short Adventure,10-Jun-09,42,Jean-Jacques Mantello,Charlotte Rampling,0,Daryl Hannah,35600,?,0,6.4,179,?,6000000,6000000,English,UK,?,1.78
0.43,Pollock,A film about the life and career of the American painter Jackson Pollock.,3,1940s|artist|drinking|life magazine|painter,Biography Drama,23-Mar-01,122,Ed Harris,John Heard,6377,Bud Cort,0,Amy Madigan,0,7,23523,77,6000000,6000000,English,USA,R,1.85
0.14,200 Cigarettes,A collection of twentysomethings try to cope with relationships loneliness desire and their individual neuroses.,1,bartender|friend|new year's eve|party|punk,Comedy Drama Romance,26-Feb-99,101,Risa Bramon Garcia,Janeane Garofalo,920,Dave Chappelle,514313,Gaby Hoffmann,0,5.9,13225,33,6000000,6000000,English,USA,R,1.85
0.91,The Words,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.,1,american in paris|book|love|novel|writer,Drama Mystery Romance,7-Sep-12,102,Brian Klugman,J.K. Simmons,181,Bradley Cooper,15381,Olivia Wilde,1832531,7.1,62360,37,6000000,6000000,English,USA,PG-13,1.85
-0.02,Casa de mi Padre,Scheming on a way to save their father's ranch the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.,1,absurd humor|drug lord|mexico|ranch|spaghetti western,Comedy Western,11-May-12,84,Matt Piedmont,Will Ferrell,14083144,Adrian Martinez,1294,Luis E. Carazo,0,5.5,17586,52,6000000,6000000,Spanish,USA,R,2.35
0.11,City Island,The Rizzos a family who doesn't share their habits aspirations and careers with one another find their delicate web of lies disturbed by the arrival of a young ex-con (Strait) brought ...,2,anger|family reunion|father son reunion|hugging|movie making,Comedy Drama Romance,30-Apr-10,104,Raymond De Felitta,Ezra Miller,0,Curtiss Cook,0,Dominik GarcÃ_a-Lorido,0,7.4,27783,66,6000000,6000000,English,USA,PG-13,1.85
-0.11,The Guard,An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.,1,boat on fire|drug smuggling|fbi|fbi agent|small town,Comedy Crime Thriller,7-Jul-11,96,John Michael McDonagh,Don Cheadle,470257,Fionnula Flanagan,0,Wale Ojo,0,7.3,66452,78,6000000,6000000,English,Ireland,R,2.35
-0.28,College,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,3,college|face slap|high school|loss of virginity|pierced nipple,Comedy,29-Aug-08,94,Deb Hagan,Drake Bell,3239534,Alona Tal,50490,Haley Bennett,0,4.6,11171,15,6500000,6500000,English,USA,R,1.85
-0.19,The Virgin Suicides,A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict religious parents in suburban Detroit in the mid-1970s.,2,catholic|five sisters|isolation|school|suicide,Drama Romance,19-May-00,97,Sofia Coppola,Kirsten Dunst,477673,Kathleen Turner,0,Scott Glenn,25129,7.2,120568,76,6000000,6000000,English,USA,R,1.85
?,Little Voice,A shy reclusive lady is convinced by an invisible entity to sing. Subsequently she finds herself noticed by a sleazy talent agent and her talent being showcased on-stage. She also meets a kind but nervous man who becomes her best friend.,1,mother|recluse|shy|singer|talent,Comedy Drama Music,4-Dec-98,97,Mark Herman,Jim Broadbent,0,Annette Badland,8840,Brenda Blethyn,13006,7,14186,68,?,?,English,UK,R,1.85
-0.24,Miss March,A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his ...,1,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,Comedy Romance,13-Mar-09,90,Zach Cregger,Hugh M. Hefner,0,Windell Middlebrooks,0,Raquel Alessi,0,5,18666,7,6000000,6000000,English,USA,R,1.85
-0.4,Wish I Was Here,A struggling actor father and husband finds himself at a major crossroads which forces him to examine his life his family and his career.,1,actor|dream sequence|genius recluse|jew|religion,Comedy Drama,25-Jul-14,106,Zach Braff,Jim Parsons,0,Josh Gad,227538,Michael Weston,0,6.7,31004,43,6000000,6000000,English,USA,R,2.35
-0.27,Simply Irresistible,A magical crab works wonders for a terrible chef's culinary skills leading her towards the man of her dreams.,3,chef|female chef|love|magic|restaurant,Comedy Drama Fantasy,5-Feb-99,96,Mark Tarlov,Sarah Michelle Gellar,578903,Dylan Baker,10532,Lawrence Gilliard Jr.,146277,5.3,11606,27,6000000,6000000,English,Germany,PG-13,2.35
?,Veronica Mars,After her best friend is murdered and her father is removed as county sheriff Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune.,1,best friend|high school|private detective|sheriff|student,Crime Drama Mystery,22-Sep-04,44,?,Francis Capra,15697,Jason Dohring,30750,Enrico Colantoni,41471,8.4,56685,?,?,?,English,USA,TV-14,1.78
-0.5,Hedwig and the Angry Inch,A transgender punk-rock girl from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,1,band|rock band|sex change|song|transsexual,Comedy Drama Music,31-Aug-01,95,John Cameron Mitchell,John Cameron Mitchell,0,Miriam Shor,0,Andrea Martin,26163,7.8,26816,85,6000000,6000000,English,USA,R,1.85
-0.45,Only the Strong,Ex-Special Forces soldier Louis Stevens returns to Miami to find his former high school overrun by drugs and violence. A master of the Brazilian martial art capoeira Stevens pledges to ...,1,capoeira|fight|fighting|martial arts|violence,Action Drama,27-Aug-93,99,Sheldon Lettich,Antoni Corone,0,Ryan Bollman,0,Todd Susman,0,6.7,4349,?,6000000,6000000,English,USA,PG-13,1.85
?,Goddess of Love,A mentally unstable woman begins a volatile descent into madness when she suspects her lover has left her for another woman.,2,female nudity|hallucination|sex scene|strip club|stripper,Drama Horror Mystery,31-Aug-15,93,Jon Knautz,Rachel Alig,0,Monda Scott,0,Alexis Kendra,0,5.3,695,?,?,?,English,USA,?,2.35
-0.63,Shattered Glass,The true story of a young journalist who fell from grace when it was found he had fabricated over half of his articles.,1,fabricated facts|journalist|stephen glass|the new republic|writer,Drama History,26-Nov-03,94,Billy Ray,Hayden Christensen,0,Rosario Dawson,609596,Cas Anvar,14721,7.2,29325,73,6000000,6000000,English,USA,PG-13,2.35
-0.66,Novocaine,A dentist finds himself a murder suspect after a sexy patient seduces him & steals all of the drugs from his practice.,3,dentist|drugs|murder|sex|sunflower,Comedy Crime Drama,14-Dec-01,95,David Atkins,Chelcie Ross,0,Lynne Thigpen,0,Polly Noonan,0,5.8,9689,45,6000000,6000000,English,USA,R,1.85
?,The Business of Strangers,Two businesswomen bond and reveal their inner natures while getting carried away on a revenge attack against an accused rapist.,1,airport|businesswoman|hotel|revenge|vegetarian,Drama Thriller,21-Dec-01,84,Patrick Stettner,Stockard Channing,0,Tony Devon,0,Frederick Weller,0,6.4,3442,67,?,?,English,USA,R,1.85
?,The Wild Bunch,An aging group of outlaws look for one last big score as the traditional American West is disappearing around them.,1,friendship|honor|righteous rage|soldier|texas,Action Adventure Western,7-Aug-69,135,Sam Peckinpah,William Holden,0,Warren Oates,6230,L.Q. Jones,0,8,64974,?,6244087,?,English,USA,R,2.35
-0.65,The Wackness,It's the summer of 1994 and the streets of New York are pulsing with hip-hop. Set against this backdrop a lonely teenager named Luke Shapiro spends his last summer before university selling marijuana throughout New York City trading it with his unorthodox psychotherapist for treatment while having a crush on his stepdaughter.,1,ice cream|marijuana|new york city|summer|therapy,Comedy Drama Romance,1-Aug-08,99,Jonathan Levine,Mary-Kate Olsen,5989,Aaron Yoo,10143,Method Man,11211,7,27686,?,6000000,6000000,English,USA,R,2.35
?,The Great Train Robbery,In Victorian England a master criminal makes elaborate plans to steal a shipment of gold from a moving train.,3,bank|gold|key|safe|train,Adventure Crime Drama,2-Feb-79,110,Michael Crichton,Lesley-Anne Down,9505,Michael Elphick,0,Pamela Salem,0,7,12024,?,6000000,?,English,UK,PG,1.85
?,Morvern Callar,After her beloved husband's suicide a mourning supermarket worker and her best friend hit the road in Scotland but find that grief is something that you can't run away from forever.,1,breasts|cleavage|female rear nudity|girl in panties|public nudity,Drama,1-Nov-02,97,Lynne Ramsay,Samantha Morton,19211,Bryan Dick,0,Paul Popplewell,0,6.7,7074,78,?,?,English,UK,R,1.85
-0.86,Beastmaster 2: Through the Portal of Time,Dar is a warrior who can talk to the beasts. He is forced to travel to Earth to stop his evil brother from stealing an atomic bomb and turning their native land from a desert into well - a desert.,1,beast|beastmaster|psychotronic|sword and sorcery|warrior,Fantasy Action Adventure,30-Aug-91,107,Sylvio Tabet,Michael Berryman,0,Kari Wuhrer,0,Marc Singer,5340,3.8,2358,?,6000000,6000000,English,USA,PG-13,1.85
-0.93,The 5th Quarter,Driven by the tragic and fatal car crash that took the life of his fifteen year old brother Luke and wearing Luke's number 5 jersey Jon Abbate helps to lead the Wake Forest Demon Deacons to the most successful season in school history.,1,athletic training|football practice|funeral|gymnasium|man crying,Biography Drama Sport,25-Mar-11,90,Rick Bieber,Aidan Quinn,0,Kendrick Cross,0,Sammy Nagi Njuguna,0,5.7,1262,?,6000000,6000000,English,USA,PG,1.85
?,The Flower of Evil,Three generations of a wealthy Bordeaux family are caught in the crossfire when Anne decides to run for mayor thanks to a political pamphlet that revives an old murder scandal.,1,bordeaux|election|mayor|pamphlet|political thriller,Drama,19-Feb-03,104,Claude Chabrol,BenoÃ®t Magimel,0,Nathalie Baye,0,MÃ©lanie Doutey,0,6.6,2628,67,?,?,French,France,R,1.66
-0.98,The Greatest,A drama that is centered around a troubled teenage girl and a family that is trying to get over the loss of their son.,2,car crash|loss|self help group|teenage mother|title directed by female,Drama Romance,5-Nov-09,99,Shana Feste,Jennifer Ehle,3048,ZoÃ« Kravitz,0,Cara Seymour,0,6.7,7668,45,6000000,6000000,English,USA,R,2.35
-0.78,Snow Flower and the Secret Fan,A story set in nineteenth-century China and focusing on the life-long friendship between two girls who develop their own secret code as a way to contend with the rigid social norms imposed on women.,2,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,Drama History,24-Jun-11,120,Wayne Wang,Bingbing Li,6754,Russell Wong,0,Ji-hyun Jun,0,6.1,3101,42,6000000,6000000,English,China,PG-13,2.35
-0.98,Come Early Morning,A 30-something southern woman searches for love despite the burdens she carries with her.,3,church|drink|knocking on a door|love|three word title,Drama Romance,31-Aug-07,97,Joey Lauren Adams,Tim Blake Nelson,0,Diane Ladd,0,Ritchie Montgomery,0,6.2,2369,64,6000000,6000000,English,USA,R,1.85
-0.99,Lucky Break,Under the leadership of a small-time bank robber British inmates hatch a plan to escape by staging a musical.,2,escape|prison|prison escape|sadism|solitary confinement,Comedy Crime Romance,19-Apr-02,108,Peter Cattaneo,James Nesbitt,0,Olivia Williams,0,Peter McNamara,0,6.2,1952,48,6000000,6000000,English,UK,PG-13,2.35
?,Julia,At the behest of an old and dear friend playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.,1,1930s|female protagonist|nazi|romantic friendship|writer,Drama,20-Jan-78,117,Fred Zinnemann,Meryl Streep,3182,Jane Fonda,693855,Vanessa Redgrave,0,7.4,6801,?,7840000,?,English,USA,PG,1.85
-0.99,Surfer Dude,A wave twisting tale of a soul searching surfer experiencing an existential crisis.,1,barefoot|endorsement|surfboard|virtual reality|waves,Comedy,5-Sep-08,85,S.R. Bindler,Matthew McConaughey,2387031,Scott Glenn,25129,Sarah Wright,9073,4.7,7519,16,6000000,6000000,English,USA,R,1.85
?,Lake of Fire,A graphic documentary on both sides of the abortion debate.,3,abortion|southern accent|title based on the bible|trial|usa,Documentary,3-Oct-07,152,Tony Kaye,Noam Chomsky,0,Pat Buchanan,0,Bill Baird,0,8.3,2153,83,?,?,English,USA,UNRATED,?
?,11:14,The events leading up to an 11:14 PM car crash from five very different perspectives.,2,convenience store|multiple perspectives|murder|paramedic|van,Comedy Crime Drama,20-Aug-04,86,Greg Marcks,Henry Thomas,6815,Barbara Hershey,15122,Shawn Hatosy,30434,7.2,39062,65,6000000,?,English,USA,R,1.85
?,Men of War,A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.,3,cockney accent|fight|island|machismo|mercenary,Action Drama Thriller,12-May-95,102,Perry Lang,Catherine Bell,70398,Kevin Tighe,0,Tim Guinee,6596,5.8,3089,?,8600000,?,English,USA,R,2.35
?,Don McKay,Don McKay a high school janitor who leaves his hometown after a tragedy returns 25 years later to rekindle a romance with his old flame who is dying but this homecoming brings McKay more than he bargained for.,1,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,Drama Mystery Thriller,24-Apr-09,87,Jake Goldberger,Pruitt Taylor Vince,0,M. Emmet Walsh,0,Robert Wahlberg,0,5.9,2084,50,?,?,English,USA,R,1.85
-0.99,Deadfall,A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist and their unlikely reunion during another family's Thanksgiving celebration.,2,police officer|police officer killed|police officer shot|sex scene,Crime Drama Thriller,9-Nov-12,95,Stefan Ruzowitzky,Charlie Hunnam,0,Olivia Wilde,1832531,Sissy Spacek,0,6.3,33486,52,12000000,12000000,English,USA,R,2.35
?,A Shine of Rainbows,A lonely orphan's life is transformed by an extraordinary woman who teaches him to conquer grief and discover the magic in nature and himself.,4,island|love|new home|orphan|rainbow,Drama Family,13-Feb-10,101,Vic Sarin,Connie Nielsen,0,Aidan Quinn,0,John Bell,17801,7.2,1809,52,6000000,?,English,Canada,PG,2.35
?,The Hit List,A disgruntled man creates a hit list with a stranger during a drunken night out and must then race to try to save those he marked for extermination as the bodies begin to pile up and all fingers point to him.,1,die hard scenario|engineer|held at gunpoint|race against time|shot to death,Action Thriller,3-Apr-11,90,William Kaufman,Drew Waters,0,Sean Cook,5931,Cole Hauser,15465,5.4,10406,?,6000000,?,English,USA,R,1.85
